MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1018879|1|Sold|425000|08/08/2024|425000|1632||Montview|Rd||Greeley|Greeley|80631|Fairacres|Weld|10|8|3|2|1 Story/Ranch||Attached|1|Jackson|Heath|Greeley Central|Sears Real Estate|9703307700|Randy Moser|9705900935|1SEAR|1||1950|0|1820|1220|1220||1220||600|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Washer/Dryer Hookups,Wood Floors,Crown Molding|Gas Fireplace,Living Room Fireplace|Forced Air|Shared Primary Bath||0.19|8400|SFR||1480|2023|One of the most Charming and updated homes by a long time owner. Owner has updated almost everything in the home. From beautiful white kitchen cabinets with crown molding, udated counters and backsplash, and SS appliances. Both bathrooms were completetely updated, all windows replaced, and roof replaced. Newer furnace, C/Air, and water heater. Stunning front and backyard landscaping and solid block 12 x 13 storage shed. Exceptionally maintained in and out !!||0|1||-104.70664|40.41255|1|Oct 23 2024 03:09PM|08/08/2024|1SEAR|Randy|Moser|Cash,Conventional,FHA|Private Owner|
1018957|1|Sold|410000|11/01/2024|410000|2918|W|17th|St||Greeley|Greeley|80634|WOODBRIAR|Weld|10|9|5|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|1st Realty Associates Inc|3037763200|June Lemmings|9705735791|L1ST|44||1972|0|2016|1906|1008||1008||1008|Full Basement,90%+ Finished Basement|Separate Dining Room||Forced Air|3/4 Primary Bath|Contemporary/Modern|0.19|8276|RES||1517|2023|Welcome to this stunning 5-bedroom, 3-bathroom home, featuring a beautifully updated kitchen with modern finishes and ample counter space, perfect for cooking and entertaining. The large backyard offers plenty of room for outdoor activities, gardening, or relaxing under the open sky. Inside, the spacious basement provides endless possibilities for a recreation room, home office, or additional living space. Upstairs, you'll find clean, updated bedrooms and bathrooms, offering comfort and style. This home is truly move-in ready and waiting for you to make it your own!||0|1||-104.72909|40.41228|2|Nov 01 2025 04:15AM|09/19/2024|07328|Douglas|Priest|Cash,Conventional,FHA,VA|Private Owner|
1019024|1|Sold|397500|11/15/2024|392500|3560|W|20th|St Rd||Greeley|Greeley|80634|Meadows|Weld|10|13|2|2|1 Story/Ranch||Attached|2|Meeker|Brentwood|Greeley West|Four Peaks Real Estate|9705183110|Callie Hood|9705183110|FPRE1|57||2002|0|2401|1217|1217||1217||1184|Full Basement,Unfinished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Walk-in Closet,Washer/Dryer Hookups||Forced Air|Full Primary Bath|Patio Home|0.08|3275|SFR|232|1658|2023|Enjoy the ease of life in this low-maintenance patio home in the peaceful Meadows subdivision. This ranch home with vaulted ceilings offers 2 bedrooms and 2 bathrooms. The spacious primary bedroom has it's own bathroom with a walk-in shower and walk-in closet. The dine-in kitchen has plenty of cabinets and leads to the covered deck in the backyard. The attached 2-car garage has a ramp leading to the laundry room. With the main floor laundry, you have everything you need on one level. The large, unfinished basement is ready for your personal touch.||0|0||-104.73666|40.4057|2|Nov 15 2024 04:39PM|09/20/2024|9RMSA|Sharianne|Daily|Cash,Conventional,FHA,VA|Private Owner|Monthly
1019086|1|Sold|335000|11/08/2024|335000|1818||13th|St||Greeley|Greeley|80631|Maplewood 1st Add|Weld|10|8|5|2|1 Story/Ranch||Attached|1|Billie Martinez|Brentwood|Greeley West|1st Realty Associates Inc|3037763200|Vicente Vega Ruiz|9702185361|L1ST|50||1954|0|2354|2354|1303||1303||1051|Full Basement|Separate Dining Room||Forced Air|||0.19|8276|RES||1677|2023|Welcome to this 5-bedroom, 2-bathroom home located in the heart of Greeley! Situated just minutes from local schools, parks, and shopping, this property offers convenience and charm in one. With ample potential for those looking to add their personal touch, giving you the opportunity to customize it to your style. Step outside to enjoy the large, fully-fenced backyard  or stay in and enjoy time in one of the 2 living areas. Whether you're a first-time homebuyer or an investor looking for a property with great potential, this home is a fantastic opportunity in this neighborhood. Don't miss out - schedule your showing today! Basement bedrooms are non-conforming.||0|0||-104.70878|40.4182|2|Nov 11 2024 01:48PM|09/20/2024|EXPCO|Cody|Walker|Cash,Conventional|Private Owner|
1019099|1|Sold|335000|10/11/2024|330000|1027||25th|Ave||Greeley|Greeley|80634|Westview 1st Add|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Greeley Central|RE/MAX Alliance-Greeley|9703305000|Chad Nixon|9707760658|1RMFG|22||1960|0|1632|1632|816||816||816|Full Basement|||Forced Air|||0.17|7260|R-E||963|2023|This 4-bedroom, 2-bathroom ranch-style home showcases original hardwood flooring throughout the main level, bringing character and warmth to both the living room and bedrooms. The main floor features two bedrooms, while the finished basement adds even more living space, including two additional bedrooms and a large living area, offering plenty of flexibility for your needs.Step outside to enjoy the fenced-in backyard and an enclosed patio, perfect for year-round enjoyment. A convenient storage room is also attached to the home. With its nearly all-brick exterior, this home ensures low-maintenance living, and the 1-car garage adds to the ease of living.The basement is ready for entertainment, with a piano included, creating a fun and inviting space. This property is perfect for an owner occupant thats looking for a little sweat equity or an investment property!||0|1||-104.72111|40.42192|1|Oct 11 2025 04:15AM|09/19/2024|JCSRE|Ron|Worley|Cash,Conventional,FHA,VA|Private Owner|
1019356|1|Sold|419000|11/01/2024|417000|4408|W|6th|St||Greeley|Greeley|80634|Westmoor Acres|Weld|10|2|5|2|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|Realty One Group Fourpoints|9705735880|Colleen Carithers|9704058663|ROGF1|38||1978|0|2587|2500|1391||1391||1196|Full Basement,90%+ Finished Basement|Separate Dining Room,Workshop,Walk-in Closet,Washer/Dryer Hookups|Family/Recreation Room Fireplace|Forced Air|Shared Primary Bath||0.16|6817|RL||1999|2023|Such a great home, in such a great location!  1 block from Epple Park and 3 blocks from Shawsheen Elementary.  Very well maintained ranch plan with full finished basement.  Multiple family room areas.  Garage is finished and insulated.  There is a storage shed in yard PLUS a shop perfect for your hobby, with AC and electric! All appliances are included.  Remodeled kitchen with white cabinets and granite with tile backsplash.  Granite in baths as well.  Wonderful landscaping! Nicely updated!||0|0||-104.75043|40.42693|2|Nov 05 2024 11:39AM|09/24/2024|L1ST|Rodrigo|Villafana|Cash,Conventional,FHA,VA|Private Owner|
1019429|1|Sold|440000|10/31/2024|420000|1858||17th|Ave||Greeley|Greeley|80631|Glenmere Park|Weld|10|8|3|2|1 Story/Ranch||Carport|1|Jackson|Heath|Greeley Central|Grimes Real Estate|9708159782|Jared Grimes|9708159782|JGR28|36||1939|0|2568|2345|1460||1460||1108|90%+ Finished Basement|||Forced Air|||0.25|11010|RES||2052|2024|This classic single-story home in the desirable Glenmere neighborhood has all the charm you want plus modern comfort! A true GEM. Close proximity to the University of Northern Colorado. Huge quarter acre lot with mature trees. One door away from the beautiful Glenmere Park, with walking trails, lake and playground. Original hardwood floors throughout, well cared for and in great condition! Fully upgraded kitchen including granite countertops, cabinetry, tile floor, and stainless appliances. Schedule your showing today and come see this wonderful property in person!||0|0||-104.70689|40.40892|2|Oct 31 2024 02:51PM|09/26/2024|JCSRE|Erin|Brady|Cash,Conventional,FHA,VA|Private Owner|
1019491|1|Sold|419000|10/24/2024|420000|4407|W|6th|St||Greeley|Greeley|80634|Westmoor Acres|Weld|10|2|4|3|Bi-Level||Attached|2|Shawsheen|Franklin|Northridge|Austin & Austin Real Estate|9703530790|Dale Souther|9703818544|1AUST|29|R1864686|1978|0|2310|2310|1212||1212||1098|Daylight Basement|Cathedral/Vaulted Ceilings,Wet Bar,Washer/Dryer Hookups|Living Room Fireplace|Forced Air|3/4 Primary Bath||0.21|9023|R-L||2132|2024|This beautiful home has so many great features. Great location, large living room with vaulted ceiling and fireplace, main floor primary bedroom and bath, main floor laundry room, whole house fan, and A/C, large family room with wet bar, two large decks to entertain and relax on, ample closet/storage space, beautiful back yard, enclosed wood fencing. Appliances included, sprinkler system, hardy board siding. Schedule your appointment now. This house is in great shape.||0|2||-104.75074|40.42735|1|Oct 25 2024 02:27PM|09/26/2024|1SEAR|Darla|Francies|Cash,Conventional,FHA,VA|Private Owner|
1019636|1|Sold|389900|11/26/2024|394000|1318||24th|Ave||Greeley|Greeley|80634|Westview 1st Add|Weld|10|9|4|3|1 Story/Ranch||Attached|1|Madison|Heath|Greeley Central|The Wild Realty Group|9704606573|AJ Guerin|9702793313|TWRE1|59||1960|0|2628|1628|1332||1332||1296|Full Basement,90%+ Finished Basement|||Forced Air|Full Primary Bath||0.21|9000|SFR||1881|2023|Classic Brick ranch ready for you to move in!  The spacious covered patio welcomes you home.  There's room for everyone in this home on a large lot.  Aside from the 4 bedrooms and 3 bathrooms, the home features a finished basement, tons of storage, and a flex room off of the basement living area.  No HOA and a fully fenced yard, with an additional sizable covered patio out back.  Exterior and interior security system equipment included!  Well maintained and ready for you to make it yours!||1|0||-104.71777|40.41775|2|Nov 26 2025 04:15AM|09/29/2024|KWR30|Lydia|Golesh|Cash,Conventional,FHA,VA,1031 Exchange|Private Owner|
1019723|1|Sold|415000|10/29/2024|390000|1923||29th|Ave||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|3|2|2 Story||Attached|2|Meeker|Heath|Greeley Central|B & B Real Estate, LLC|9703305346|Robert Burke|9703305346|1BBRE|0||1973|0|2324|1556|1556||1556||768|Unfinished Basement|||Forced Air|||0.18|7987|Res||1742|2023|||0|0||-104.73066|40.40873|2|Oct 29 2024 04:30PM|10/01/2024|1BBRE|Robert|Burke||Private Owner|
1019834|1|Sold|505000|01/06/2025|495000|1941||21st|Ave||Greeley|Greeley|80631|Glen Fair Park|Weld|10|8|4|2|1 Story/Ranch||Attached|2|Maplewood|Heath|Greeley Central|Resident Realty|9702828585|Wendy Roberts|9705764685|0RERE|68||1960|0|2562|2562|1314||1314||1248|90%+ Finished Basement,Walk-out Basement|Separate Dining Room|Family/Recreation Room Fireplace,Basement Fireplace|Hot Water,Baseboard Heat,2 or more Heat Sources|Shared Primary Bath||0.28|12197|RES||$2,152|2023|PRICED BELOW MARKET VALUE! This beautifully updated mid-century ranch in the Prestigious Glenmere Neighborhood, offers a perfect blend of modern amenities and timeless charm. With 4 spacious bedrooms and 2 well appointed bathrooms, this home is ideal for families and entertaining. Just step inside to discover and open floor plan bathed in natural light from the large windows, showcasing stunning wood floors throughout. Cozy up by one of the two fireplaces on chilly evenings, or enjoy the seamless flow between indoor and outdoor living. The walkout basement features ample natural light, a convenient kitchenette, and large laundry room with plenty of storage space. Equipped with many smart home features, including a smart garage door opener, B-hyve sprinkler system, automatic blind closures, and smart lighting, this home is designed for modern living. The exterior boasts a fenced front yard with a welcoming front porch, two outdoor/backyard patios and a large covered upper patio complete with and outdoor kitchen and TV sitting area which is perfect for entertaining. Relax in the hot tub while enjoying your beautifully landscaped yard, which offers mature trees, a decorative privacy trellis, and a raised garden box for your green thumb. Two additional sheds provide extra storage for tools and equipment, ensuring you have all the space you need. This home truly has it all, style, comfort, and an unbeatable out door oasis. Don't miss out on the incredible opportunity!||0|1||-104.71291|40.40704|1|Jan 06 2025 05:36PM|10/02/2024|1HOME|Danielle|Dolan|Cash,Conventional,FHA,VA|Private Owner|
1019840|1|Sold|489900|11/19/2024|489900|2302||42nd|Ave Ct||Greeley|Greeley|80634|VIRGINIA HILLS 1ST REPLAT|Weld|10|13|4|4|2 Story||Attached|2|Monfort|Brentwood|Greeley West|Sears Real Estate|9703307700|John D Valencia|9703960190|1SEAR|20||1988|0|2772|2772|1831||979|852|941|Full Basement,90%+ Finished Basement|Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan|Fireplace Insert,Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.28|12250|SFR||1560|2023|What a lovely home!  Well maintained w/ just 1 owner in 31 years.  Great curb appeal.   Living room open to dining area w/ large windows for lots of natural light.  Kitchen has ample cabinet space, walk-in pantry, & desk.  Adjacent family room w/ fireplace & convenient access to outdoors is perfect for entertaining.   You will enjoy the park-like feel of the back yard w/ covered deck & grill area.  Other features include:  updated bathrooms; spacious primary bedroom w/balcony; finished basement w/family room, bathroom, office area, & additional bedrooms.  Home warranty also included!||1|2||-104.746649|40.401017|1|Mar 28 2025 08:33AM|10/02/2024|RLBKL|Deb|Youngbluth|Cash,Conventional,FHA,VA|Private Owner|
1019903|1|Expired|389900|||518||37th|Ave||Greeley|Greeley|80634|Edwards Homes|Weld|10|2|5|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|RE/MAX Alliance-Greeley|9703305000|Chad Nixon|9707760658|1RMFG|271||1971|0|2160|1824|1080||1080||1080|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Washer/Dryer Hookups|Re-circulating Fireplace,Family/Recreation Room Fireplace,Basement Fireplace|Forced Air,Wood Stove|3/4 Primary Bath||0.16|7150|RES||1634|2023|Introducing the best investment opportunity in Greeley: a rental to add to your portfolio or the perfect home to make your own. This 5 bed, 3 bath ranch style home offers a finished basement, attached 2 car garage and a fully fenced backyard waiting for your personal touches. The convenient yet quiet location gives you easy access to shops, restaurants and schools. Whether you're an investor looking for a rental with tenants already in place, a first time buyer on the hunt for an affordable start to homeownership, or anywhere in between, your search ends at 518 37th Avenue.||0|2||-104.73886|40.4283|1|Jun 30 2026 04:15AM|10/03/2024||||Cash,Conventional,FHA,VA|Private Owner|
1019919|1|Expired|385000|||1315||23rd|Ave Ct||Greeley|Greeley|80634|Westview|Weld|10|9|3|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|RE/MAX Alliance-FTC South|9702263990|Kyle Christianson|9708376378|9RMSA|90||1957|0|2106|2000|1053||1053||1053|Full Basement,75%+Finished Basement||Living Room Fireplace|Forced Air|||0.19|8276|RES||1744|2023|Welcome to this charming 3-bed, 2-bath brick ranch style home in a desirable neighborhood with mature landscaping and no HOA! Enjoy the warmth of wood floors and a fireplace in the inviting living room. The cozy updated kitchen is perfect for family gatherings. The large finished basement offers additional living space, ideal for a rec room or home office. Step outside to a big backyard, perfect for outdoor activities and relaxation. This home combines comfort and convenience in a fantastic location.||0|0||-104.71734|40.41773|2|Jan 01 2025 12:06AM|10/03/2024||||Cash,Conventional,FHA,VA|Private Owner|
